day,date,crude,natgas,sugar_us,platinum,silver,gold,DJIA,NASDAQ,S&P500
Tu,6/10/2003,25.73,1.573833333,0.0658,840.5,6.2,415.85,8306.35,1434.54,898.81
Mo,6/9/2003,25.45,1.573833333,0.0653,814.5,6.21,415.85,8440.04,1457.23,911.43
Fr,6/6/2003,25.69,1.573833333,0.0651,813.5,6.3,415.45,8515.66,1466.16,919.02
Th,6/5/2003,24.9,1.573833333,0.0639,813.5,6.22,416.25,8484.99,1451.36,911.37
We,6/4/2003,25.42,1.573833333,0.0645,814.5,5.97,414.58,8328.9,1424.37,892.01
Tu,6/3/2003,25.42,1.573833333,0.0622,818.5,5.94,412.25,8337.65,1425.5,893.58
Mo,6/2/2003,24.92,1.573833333,0.0633,823.5,5.97,412.95,8257.61,1394.72,879.91
Fr,5/30/2003,25.24,1.573833333,0.0622,823.5,5.92,412.05,8402.36,1391.01,890.81
Th,5/29/2003,24.66,1.573833333,0.0638,823.5,5.77,410.75,8351.1,1384.95,885.23
We,5/28/2003,25.16,1.573833333,0.0637,801.5,5.77,410.05,8203.41,1358.85,868.3
Tu,5/27/2003,25.45,1.573833333,0.0634,803.5,5.76,409.35,8221.33,1365.61,871.58
Mo,5/26/2003,24.96,1.573833333,0.0638,829.5,5.725,410.75,8197.94,1356.74,865.99
Fr,5/23/2003,25.07,1.573833333,0.0658,828.5,5.69,412.55,8298.92,1382.94,878.29
Th,5/22/2003,24.68,1.573833333,0.0653,844,5.7,407.25,8300.41,1389.51,879.93
We,5/21/2003,24.66,1.573833333,0.0648,827.5,5.71,409.75,8277.15,1383.51,878.85
Tu,5/20/2003,24.29,1.573833333,0.065,825.5,5.69,408.85,8240.38,1396.58,876.45
Mo,5/19/2003,24.93,1.573833333,0.0656,823,5.61,404.95,8285.06,1396.72,880.9
Fr,5/16/2003,24.7,1.573833333,0.0652,807.5,5.64,405.45,8069.86,1348.3,858.48
We,5/14/2003,24.7,1.573833333,0.0643,812.5,5.61,408.25,7992.13,1341.17,848.18
Tu,5/13/2003,23.97,1.573833333,0.0654,800.5,5.58,406.75,8145.77,1369.6,863.5
Mo,5/12/2003,24.22,1.573833333,0.0667,801.5,5.56,406.35,8201.45,1384.25,868.52
Fr,5/9/2003,24,1.573833333,0.0662,788,5.63,402.75,8229.88,1387.45,869.95
Th,5/8/2003,23.22,1.573833333,0.0671,787.5,5.55,404.75,8280.23,1391.01,874.74
We,5/7/2003,22.82,1.573833333,0.0652,780.5,5.46,403.25,8214.68,1369.78,864.23
Tu,5/6/2003,23.26,1.573833333,0.0669,778,5.45,402.25,8521.97,1421.84,895.79
Mo,5/5/2003,22.86,1.573833333,0.0673,771.5,5.46,398.15,8286.6,1402.77,875.67
Fr,5/2/2003,23.26,1.573833333,0.0693,765.5,5.49,395.25,8265.45,1397.07,874.02
Th,5/1/2003,23.2,1.573833333,0.0708,767.5,5.46,396.65,8194.23,1400.55,866.45
We,4/30/2003,22.78,1.573833333,0.0697,767.5,5.35,391.25,8141.92,1392.27,862.79
Tu,4/29/2003,22.39,1.573833333,0.0697,757.5,5.32,391.48,7859.71,1340.33,833.27
Mo,4/28/2003,22.9,1.573833333,0.0717,755.5,5.35,396.05,7821.75,1340.77,831.9
Fr,4/25/2003,23.35,1.573833333,0.0734,764.5,5.29,394.45,7552.07,1279.24,804.19
Th,4/24/2003,23.36,1.573833333,0.0725,765.5,5.24,395.05,7524.06,1271.47,800.73
We,4/23/2003,23.9,1.573833333,0.0709,766.5,5.28,398.75,7568.18,1278.37,807.48
Tu,4/22/2003,24.42,1.573833333,0.0728,771.5,5.26,391.05,7740.03,1305.29,828.89
Mo,4/21/2003,24.45,1.573833333,0.0707,752.5,5.27,397.55,7673.99,1302.89,822.1
Th,4/17/2003,24,1.573833333,0.0691,771,5.37,394.65,7775.6,1314.4,829.85
We,4/16/2003,23.73,1.573833333,0.0689,770,5.24,394.05,7704.87,1307.77,821.99
Tu,4/15/2003,23.39,1.573833333,0.0691,759.5,5.4,387.95,7837.86,1320.29,834.81
Mo,4/14/2003,23.02,1.573833333,0.0681,761.5,5.2875,385.95,7891.08,1337.52,841.15
Fr,4/11/2003,22.97,1.573833333,0.0704,762.5,5.31,383.05,7884.99,1323.94,837.28
Th,4/10/2003,23.44,1.573833333,0.0687,755.5,5.06,379.95,7806.98,1303.68,827.55
We,4/9/2003,23.62,1.573833333,0.0668,757.5,5.08,381.35,7909.5,1328.98,838.57
Tu,4/8/2003,23.1,1.573833333,0.0685,757.5,5.058,379.55,7858.24,1322.38,832.58
Mo,4/7/2003,22.26,1.573833333,0.071,747.5,4.95,376.65,8018.11,1349.02,848.17
Fr,4/4/2003,23.14,1.573833333,0.0686,741.5,4.97,384.25,7914.96,1331.23,837.1
Th,4/3/2003,23.79,1.573833333,0.0717,748.5,5.0315,383.55,8000.6,1334.32,845.13
We,4/2/2003,23.55,1.573833333,0.0738,759.5,4.92,386.5,8041.15,1346.54,851.17
Tu,4/1/2003,24.48,1.573833333,0.073,755.5,5.05,382.85,7908.8,1310.17,834.89
Mo,3/31/2003,24.63,1.573833333,0.0739,747.5,5.12,387.95,7749.87,1277.44,817.37
Fr,3/28/2003,25.31,1.573833333,0.0773,747.5,5.13,388.55,7758.17,1278.97,818.68
Th,3/27/2003,24.65,1.573833333,0.0785,737.5,5.08,384.25,7843.11,1295.46,829.2
We,3/26/2003,24.09,1.573833333,0.0778,742.5,5.18,385.85,7920.11,1296.68,835.97
Tu,3/25/2003,24.95,1.573833333,0.0782,738.5,5.15,380.75,7864.23,1282.47,829.69
Mo,3/24/2003,23.97,1.573833333,0.0779,737.5,5.15,373.35,7929.3,1301.73,838.15
Fr,3/21/2003,24.04,1.573833333,0.0763,734.5,5.12,371.65,7985.18,1301.5,843.59
Th,3/20/2003,24.97,1.573833333,0.0745,726.5,5.05,371.65,8013.29,1306.15,848.2
We,3/19/2003,26.19,1.573833333,0.0739,724.5,4.99,372.95,8109.82,1323.79,860.32
Tu,3/18/2003,25.76,1.573833333,0.0721,726.5,4.93,375.25,8053.81,1320.91,855.7
Mo,3/17/2003,28.22,1.573833333,0.0717,729.5,4.91,374.75,7945.13,1322.35,844.61
Fr,3/14/2003,29.31,1.573833333,0.0723,723.5,4.93,373.05,8110.71,1358.06,864.36
Th,3/13/2003,30.24,1.573833333,0.072,730.5,4.92,370.05,8088.84,1342.18,858.54
We,3/12/2003,30.08,1.573833333,0.0729,724.5,4.97,375.25,7989.56,1325.27,847.48
Tu,3/11/2003,30.16,1.573833333,0.0737,728.5,4.9,376.45,8131.01,1342.14,861.4
Mo,3/10/2003,30.72,1.573833333,0.0757,722.5,4.83,372.95,8369.47,1388.27,887.34
Fr,3/7/2003,30,1.573833333,0.0766,710.5,4.85,369.55,8318.73,1359.48,878.36
Th,3/6/2003,29.81,1.573833333,0.0773,716,4.85,382.85,8442.9,1364.25,887.62
We,3/5/2003,30.05,1.573833333,0.0759,712,4.79,384.75,8586.74,1376.19,901.78
Tu,3/4/2003,29.7,1.573833333,0.076,712.5,4.81,385.35,8697.87,1423.75,914.6
Mo,3/3/2003,29.03,1.573833333,0.0768,706.5,5.09,382.25,8723.18,1438.8,918.22
Fr,2/28/2003,30.28,1.573833333,0.0771,702.5,5.095,380.85,8842.62,1460.99,931.66
Th,2/27/2003,31.13,1.573833333,0.0746,705.5,5.12,385.35,8785.98,1446.04,926.26
We,2/26/2003,30.75,1.573833333,0.0759,715.5,5.06,388.85,8784.89,1447.72,927.57
Tu,2/25/2003,31.37,1.573833333,0.0769,705.5,5.11,384.75,8776.18,1438.46,927.58
Mo,2/24/2003,31.07,1.573833333,0.0785,706.5,5.2,387.1,8595.31,1401.07,909.93
Fr,2/21/2003,30.32,1.573833333,0.078,705.5,5.3,381.85,8740.59,1431.57,922.93
Th,2/20/2003,29.53,1.573833333,0.0775,699.5,5.2,376.35,8773.57,1421.32,929.01
We,2/19/2003,30.42,1.573833333,0.0764,701.5,5.25,376.75,8601.69,1387.08,908.59
Tu,2/18/2003,30.4,1.573833333,0.0759,697.5,5.24,373.25,8607.52,1384.85,909.03
Mo,2/17/2003,29.92,1.573833333,0.0778,700.5,5.23,374.05,8341.63,1335.51,879.82
Fr,2/14/2003,29.59,1.573833333,0.0785,700.5,5.27,375.25,8332.85,1339.54,879.39
Th,2/13/2003,30.37,1.573833333,0.0762,698,5.2,380.15,8303.78,1348.31,875.4
We,2/12/2003,30.23,1.573833333,0.0781,697.5,5.19,380.45,8432.61,1367.89,889.66
Tu,2/11/2003,30.65,1.573833333,0.0812,699.5,5.18,382.65,8448.11,1372.47,892.47
Mo,2/10/2003,29.77,1.573833333,0.0801,711.5,5.32,375.25,8493.29,1381.69,897.38
Fr,2/7/2003,30.52,1.573833333,0.0822,709.5,5.25,377.35,8511.32,1363.05,895.75
Th,2/6/2003,29.85,1.573833333,0.0816,713.5,5.245,373.35,8364.8,1354.1,884.25
We,2/5/2003,29.27,1.573833333,0.081,712.5,5.08,373.85,8447.35,1361.51,891.12
Tu,2/4/2003,29.6,1.573833333,0.0825,713.5,5.12,371.95,8535.39,1392.05,902.99
Mo,2/3/2003,28.94,1.573833333,0.0844,713.5,5.02,375.55,8627.4,1400.33,910.4
Fr,1/31/2003,29.29,1.573833333,0.089,709.5,5.06,375.55,8433.71,1362.42,889.48
Th,1/30/2003,29.4,1.573833333,0.0876,710,4.98,369.65,8538.4,1399.55,901.59
We,1/29/2003,29.85,1.573833333,0.0871,713,5.15,372.55,8589.14,1396.59,904.96
Tu,1/28/2003,28.71,1.573833333,0.086,710.5,5.1,364.45,8574.26,1390.76,904.45
Mo,1/27/2003,28.66,1.573833333,0.0875,691.5,5.11,361.25,8473.41,1367.14,892
Fr,1/24/2003,29.29,1.573833333,0.0897,694.5,5.12,362.95,8645.77,1422.44,912.23
Th,1/23/2003,28.12,1.573833333,0.0907,698.5,4.995,360.75,8623.28,1410.75,906.55
We,1/22/2003,28.49,1.573833333,0.0896,707.5,4.98,366.25,8737.85,1430.35,917.57
Tu,1/21/2003,28.62,1.573833333,0,699.5,4.99,362.05,8742.93,1448.96,920.75
Mo,1/20/2003,28.28,1.573833333,0.0886,695.5,4.95,358.35,8862.57,1484.78,934.53
Fr,1/17/2003,28.15,1.573833333,0.0865,695.5,5.02,363.75,8896.09,1478.78,936.31
Th,1/16/2003,28.37,1.573833333,0.088,699.5,4.99,365.95,8931.68,1487.94,938.87
We,1/15/2003,28.07,1.573833333,0.089,694.5,4.93,362.7,8676.42,1444.43,913.31
Tu,1/14/2003,27.82,1.573833333,0.0901,687.5,4.92,358.45,8849.4,1481.9,932.88
Mo,1/13/2003,27.83,1.573833333,0.0893,695.5,5.03,361.85,8804.84,1468.74,930.55
Fr,1/10/2003,27.13,1.573833333,0.0887,692,5.01,356.75,8845.15,1467.55,933.76
Th,1/9/2003,27.29,1.573833333,0.0857,679.5,4.87,352.85,8623.01,1419.35,914.15
We,1/8/2003,26.25,1.573833333,0.084,680.5,4.99,351.75,8474.78,1374.51,896.74
Tu,1/7/2003,26.56,1.573833333,0.0855,682,4.98,352.05,8486.57,1393.69,900.36
Mo,1/6/2003,27.01,1.573833333,0.0864,682.5,5.038,349.45,8579.09,1411.14,909.83
Fr,1/3/2003,27.61,1.573833333,0.0858,677.5,4.97,346.15,8542.13,1411.52,904.27
Th,1/2/2003,26.63,1.573833333,0.087,679.5,4.95,354.35,8398.49,1361.34,882.53
Tu,12/31/2002,26.24,1.573833333,0.0846,686.5,5.01,356.35,8386,1349.56,882.95
Mo,12/30/2002,27.1,1.573833333,0.0838,689,5.092,361.85,8358.95,1319.19,876.19
Fr,12/27/2002,27.55,1.573833333,0.0797,697.5,5.145,365.15,8537.13,1359.28,894.74
Th,12/26/2002,27.25,1.573833333,0.0775,699.5,5.07,362.75,8586.24,1376.71,902.65
Tu,12/24/2002,27.15,1.573833333,0.0768,692.5,5.15,361.65,8771.01,1418.99,923.76
Mo,12/23/2002,27.55,1.573833333,0.0777,696.5,5.17,359.65,8678.27,1401.17,915.39
Fr,12/20/2002,26.52,1.573833333,0.0787,696,5.07,350.75,8571.6,1396.54,908.35
Th,12/19/2002,26.33,1.573833333,0.0762,688.5,5.1,351.75,8517.64,1360.7,900.96
We,12/18/2002,26.85,1.573833333,0.077,682.5,5.05,347.25,8397.03,1329.75,885.76
Tu,12/17/2002,26.17,1.573833333,0.0766,689,4.79,344.75,8427.41,1326.73,890.71
Mo,12/16/2002,26.58,1.573833333,0.0767,688.5,4.7575,343.55,8368.94,1300.54,882.15
Fr,12/13/2002,25.34,1.573833333,0.0767,681,4.72,342.15,8368.04,1315.83,890.23
Th,12/12/2002,25.11,1.573833333,0.0759,692.5,4.675,347.3,8443.99,1331.13,897.65
We,12/11/2002,24.44,1.573833333,0.0774,683,4.66,345.2,8317.34,1298.71,882.5
Tu,12/10/2002,24.75,1.573833333,0.0755,679.5,4.65,345.45,8494.27,1320.23,896.14
Mo,12/9/2002,24.14,1.573833333,0.0761,676.5,4.78,344.55,8450.16,1292.8,890.16
Fr,12/6/2002,24.01,1.573833333,0.074,671,4.79,344.45,8538.24,1309.67,899.72
Th,12/5/2002,24.42,1.573833333,0.0769,668,4.81,348.25,8322.4,1287.86,884.39
We,12/4/2002,23.76,1.573833333,0.0761,675.5,4.81,350.85,8275.04,1272.29,879.2
Tu,12/3/2002,24.39,1.573833333,0.0737,674.5,4.74,351.15,8036.03,1232.42,860.02
Mo,12/2/2002,24.19,1.573833333,0.0743,673.5,4.73,351.5,8255.68,1282.44,881.27
Fr,11/29/2002,24.07,1.573833333,0,672.5,4.66,350.75,7877.4,1220.53,841.44
Th,11/28/2002,23.89,1.573833333,0.0747,673.5,4.68,346.4,7850.29,1210.47,835.32
We,11/27/2002,24.23,1.573833333,0.0746,664.5,4.64,345.25,7533.95,1163.37,803.92
Tu,11/26/2002,23.9,1.573833333,0.0751,666.5,4.5747,344.15,7286.27,1114.11,776.76
Mo,11/25/2002,23.78,1.573833333,0.076,658.5,4.56,347.4,7501.49,1129.21,798.55
Fr,11/22/2002,24.31,1.573833333,0.073,664,4.51,346.8,7422.84,1119.4,785.28
Th,11/21/2002,23.89,1.573833333,0.0755,670.5,4.53,353,7528.4,1139.9,800.58
We,11/20/2002,23.41,1.573833333,0.075,667.5,4.56,357.38,7717.19,1165.56,818.95
Tu,11/19/2002,22.87,1.573833333,0.0756,667.5,4.52,361.35,7755.61,1187.3,827.91
Mo,11/18/2002,23.17,1.573833333,0.0747,677.5,4.56,357.35,7938.79,1213.72,847.91
Fr,11/15/2002,22.37,1.573833333,0.0749,668.5,4.5526,363.35,7591.93,1172.06,815.28
Th,11/14/2002,22.02,1.573833333,0.0745,663,4.58,359.15,7701.45,1199.16,827.37
We,11/13/2002,21.73,1.573833333,0.0723,669.5,4.57,356.65,7997.12,1221.61,854.95
Tu,11/12/2002,22.58,1.573833333,0.0745,666,4.61,353.45,7841.82,1222.29,839.66
Mo,11/11/2002,22.49,1.573833333,0.0754,652.5,4.61,355.65,7683.13,1182.17,819.29
Fr,11/8/2002,22.34,1.573833333,0.0762,652.5,4.58,352.15,7872.15,1184.93,833.7
Th,11/7/2002,22.19,1.573833333,0.0781,655.5,4.51,361.85,7986.02,1221.09,845.39
We,11/6/2002,22.54,1.573833333,0.0768,657,4.5,363.75,7942.39,1216.45,843.32
Tu,11/5/2002,22.88,1.573833333,0,657.5,4.47,368.75,8172.45,1252.13,869.46
Mo,11/4/2002,23.62,1.573833333,0.0741,666.5,4.528,361.27,8207.55,1259.94,873.52
Fr,11/1/2002,24.07,1.573833333,0.0738,667.5,4.54,365.25,8380.18,1275.88,891.1
Th,10/31/2002,24.34,1.573833333,0.0737,659.5,4.5,365.85,8312.69,1291.4,889.81
We,10/30/2002,24.06,1.573833333,0.0745,643.5,4.485,364.45,8379.41,1279.68,886.91
Tu,10/29/2002,24.24,1.573833333,0.0743,642.5,4.51,369.25,8581.17,1315.45,909.45
Mo,10/28/2002,24.79,1.573833333,0.0724,640.5,4.5,365.05,8602.61,1320.09,909.58
Fr,10/25/2002,24.5,1.573833333,0.073,670,4.53,366.25,8519.38,1304.6,902.96
Th,10/24/2002,25.56,1.573833333,0.0682,686.5,4.575,370.35,8427.2,1295.3,893.92
We,10/23/2002,25.68,1.573833333,0.0707,675.5,4.63,368.75,8283.7,1251,879.15
Tu,10/22/2002,25.41,1.573833333,0.0687,668.5,4.62,367.05,8425.12,1292.31,893.41
Mo,10/21/2002,25.67,1.573833333,0.0675,671.5,4.67,371.55,8308.05,1263.84,878.02
Fr,10/18/2002,26.84,1.573833333,0.0706,672.5,4.64,367.95,8663.5,1314.85,916.07
Th,10/17/2002,26.91,1.573833333,0.0734,672.5,4.65,366.25,8670.99,1335.77,917.8
We,10/16/2002,26.79,1.573833333,0.0745,655.5,4.71,354.75,8694.09,1314.38,917.87
Tu,10/15/2002,26.91,1.573833333,0.0755,652.5,4.765,351.95,8824.41,1347.78,934.82
Mo,10/14/2002,27.21,1.573833333,0.0772,660.5,4.81,352.45,8919.01,1391.74,947.95
Fr,10/11/2002,26.66,1.573833333,0.0764,665.5,4.78,349.85,8872.96,1380.62,940.86
Th,10/10/2002,26.3,1.573833333,0.0745,652.5,4.78,351.25,9053.64,1422.95,962.7
We,10/9/2002,26.8,1.573833333,0.0734,662.5,4.85,348.55,8957.23,1409.25,949.36
Tu,10/8/2002,26.91,1.573833333,0.0736,644.5,4.825,348.65,8872.07,1376.59,937.43
Mo,10/7/2002,27.15,1.573833333,0.0718,642.5,4.85,342.05,8990.79,1394.54,950.72
Fr,10/4/2002,27.09,1.573833333,0.0727,636.5,4.78,344.25,8778.06,1361.01,928.77
Th,10/3/2002,27.09,1.573833333,0.0713,626,4.78,342.25,8818.14,1345.01,930.25
We,10/2/2002,27.54,1.573833333,0.0699,607.5,4.72,340.95,8743.31,1334.3,919.62
Tu,10/1/2002,27.71,1.573833333,0.07,606,4.78,341.75,8482.39,1269.28,884.21
Mo,9/30/2002,27.18,1.573833333,0.071,606,4.8,338.55,8688.89,1306.84,903.8
Fr,9/27/2002,27.38,1.573833333,0.0724,611.5,4.78,334.25,8745.45,1306.12,908.64
Th,9/26/2002,27.13,1.573833333,0.0713,605.5,4.76,333.85,8712.02,1316.52,905.46
We,9/25/2002,27.26,1.573833333,0.0729,619.5,4.6529,333.25,8456.15,1280.9,876.77
Tu,9/24/2002,27.24,1.573833333,0.0712,634.5,4.55,334.45,8274.09,1259.55,859.57
Mo,9/23/2002,27.35,1.573833333,0.0696,637,4.57,331.25,8043.63,1206.01,834.6
Fr,9/20/2002,26.86,1.573833333,0.0705,637,4.63,332.95,8313.13,1247.92,864.24
Th,9/19/2002,26.79,1.573833333,0.0706,641.5,4.64,333.55,8506.62,1280,884.66
We,9/18/2002,26.83,1.573833333,0.0691,641.5,4.62,325.95,8736.59,1328.26,911.62
Tu,9/17/2002,26.57,1.573833333,0.0696,635.5,4.6,327.15,8680.03,1344.19,902.78
Mo,9/16/2002,26.85,1.573833333,0.0704,635.5,4.53,326.45,8711.88,1335.25,898.96
Fr,9/13/2002,27.17,1.573833333,0.0712,623.5,4.48,324.95,8264.39,1262.12,852.84
Th,9/12/2002,26.26,1.573833333,0.0688,625.5,4.47,324.85,8186.31,1240.08,838.68
We,9/11/2002,27.06,1.573833333,0.0673,627.5,4.4875,328.05,8191.29,1290.23,843.42
Tu,9/10/2002,27.12,1.573833333,0.0676,625,4.52,326.55,7702.34,1229.05,797.7
Mo,9/9/2002,27.03,1.573833333,0.0669,625,4.53,326.85,7784.58,1282.65,819.85
Fr,9/6/2002,27.03,1.573833333,0.0649,624.5,4.49,322.75,8019.26,1319.15,847.76
Th,9/5/2002,26.41,1.573833333,0.0689,623.5,4.49,323.05,8409.49,1356.95,881.56
We,9/4/2002,25.99,1.573833333,0.0712,611,4.48,325.55,8542.48,1397.25,906.04
Tu,9/3/2002,25.55,1.573833333,0.0692,619.5,4.47,325.25,8473.11,1375.26,901.05
Mo,9/2/2002,26.37,1.573833333,0.0694,619.5,4.42,329.95,8639.19,1382.62,917.93
Fr,8/30/2002,26.36,1.573833333,0.0699,633.5,4.41,334.95,8684.53,1373.5,921.39
Th,8/29/2002,26.56,1.573833333,0.0688,639,4.41,337.45,8801.53,1374.43,927.37
We,8/28/2002,26.02,1.573833333,0.0692,645.5,4.4,331.85,8813.5,1346.01,920.47
Tu,8/27/2002,26,1.573833333,0.0706,636.5,4.43,329.25,9096.09,1381.12,952.83
Mo,8/26/2002,26.06,1.573833333,0.0687,636.5,4.46,330.25,9274.9,1405.61,976.98
Fr,8/23/2002,26.01,1.573833333,0.0684,648.4,4.43,328.55,9379.5,1448.36,989.03
Th,8/22/2002,25.83,1.573833333,0.068,645.5,4.39,329.65,9054.97,1380.17,953.99
We,8/21/2002,26.36,1.573833333,0.0692,652.5,4.4,326.05,9007.75,1357.82,948.09
Tu,8/20/2002,25.84,1.573833333,0.0675,661,4.39,332.25,9109.79,1403.8,968.65
Mo,8/19/2002,25.96,1.573833333,0.0665,660.9,4.37,336.45,9243.26,1463.21,989.81
Fr,8/16/2002,25.84,1.573833333,0.0669,677.5,4.35,337.85,9269.92,1459.2,990.64
Th,8/15/2002,25.87,1.573833333,0.0666,692,4.41,336.55,9120.11,1429.33,973.53
We,8/14/2002,24.92,1.573833333,0.0633,690.5,4.42,336.35,9126.82,1423.99,976.14
Tu,8/13/2002,24.9,1.573833333,0.0614,687.5,4.46,334.35,9281.82,1460.34,992.72
Mo,8/12/2002,24.92,1.573833333,0.0607,688,4.45,345.75,9253.79,1440.96,989.14
Fr,8/9/2002,24.42,1.573833333,0.0621,697.5,4.54,350.65,9431.77,1464.75,1006.29
Th,8/8/2002,24.23,1.573833333,0.0598,699.5,4.54,354.45,9561.57,1496.83,1019.99
We,8/7/2002,24.1,1.573833333,0.0586,707.5,4.63,350.75,9706.12,1542.96,1037.14
Tu,8/6/2002,24.56,1.573833333,0.0579,690.5,4.68,356.25,9687.42,1553.29,1036.17
Mo,8/5/2002,24.13,1.573833333,0.0599,695.5,4.685,353.55,9474.21,1504.74,1007.28
Fr,8/2/2002,24.33,1.573833333,0.0576,698.5,4.67,354.25,9502.8,1496.86,1009.56
Th,8/1/2002,23.91,1.573833333,0.0578,691.5,4.67,349.05,9617.71,1519.12,1020.26
We,7/31/2002,24.78,1.573833333,0.0593,683.5,4.64,349.95,9517.26,1497.18,1013.6
Tu,7/30/2002,24.79,1.573833333,0.0586,683.5,4.67,345.45,9645.4,1530.69,1030.74
Mo,7/29/2002,24.28,1.573833333,0.0581,677.5,4.66,354.35,9589.67,1535.48,1027.53
Fr,7/26/2002,24.32,1.573833333,0.0572,681,4.6,351.85,9624.64,1554.88,1029.15
Th,7/25/2002,24.54,1.573833333,0.0587,679.5,4.57,357.75,9796.8,1595.26,1049.9
We,7/24/2002,24.52,1.573833333,0.061,674.5,4.66,351.35,9687.84,1578.12,1040.69
Tu,7/23/2002,24.22,1.573833333,0.059,668.5,4.65,352.25,9709.79,1562.56,1040.68
Mo,7/22/2002,24.46,1.573833333,0.0589,670.5,4.72,349.45,9925.25,1615.73,1067.14
Fr,7/19/2002,25.36,1.573833333,0.057,674.5,4.675,343.55,9911.69,1631.92,1064.66
Th,7/18/2002,25.12,1.573833333,0.0589,667,4.672,345.55,9923.04,1624.39,1067.66
We,7/17/2002,25.28,1.573833333,0.0598,689.5,4.63,351.55,9981.58,1652.17,1074.55
Tu,7/16/2002,25.19,1.573833333,0.0592,692.5,4.56,356.55,10104.26,1661.49,1083.82
Mo,7/15/2002,24.62,1.573833333,0.0584,692.5,4.5,352.75,10216.08,1697.63,1097.08
Fr,7/12/2002,25.04,1.573833333,0.0579,687.5,4.54,363.88,10157.88,1673.45,1086.02
Th,7/11/2002,24.61,1.573833333,0.0578,682,4.54,362.15,10105.71,1664.18,1079.88
We,7/10/2002,24.68,1.573833333,0.0581,682.5,4.505,369.75,10229.5,1701.59,1091.88
Tu,7/9/2002,23.96,1.573833333,0.058,682.5,4.58,370.05,10353.08,1741.39,1106.59
Mo,7/8/2002,23.85,1.573833333,0.0567,677.5,4.58,371.75,10289.21,1730.44,1098.23
Fr,7/5/2002,24.31,1.573833333,0.0559,687.5,4.65,381.25,10243.68,1725.56,1091.07
Th,7/4/2002,24.13,1.573833333,0.0581,690.5,4.67,371.05,10298.14,1719.05,1097.28
We,7/3/2002,24.42,1.573833333,0.0592,703,4.7438,368.15,10109.66,1652.54,1074.56
Tu,7/2/2002,24.38,1.573833333,0.0586,675.5,4.93,370.35,9939.92,1600.85,1054.99
Mo,7/1/2002,24.31,1.573833333,0.0617,664.5,4.84,365.95,10037.42,1650.49,1073.01
Fr,6/28/2002,24.56,1.573833333,0.0616,667,4.84,369.25,10141.83,1696.29,1088.85
Th,6/27/2002,24.58,1.573833333,0.0606,643,4.88,369.65,9836.55,1573.82,1049.49
We,6/26/2002,24.37,1.573833333,0.0603,645.5,4.81,368.25,9808.04,1578.48,1052.67
Tu,6/25/2002,24.34,1.573833333,0.0573,646.5,4.865,363.05,10006.63,1613.03,1073.43
Mo,6/24/2002,24.35,1.573833333,0.0581,653.5,4.83,361.85,10091.87,1644.82,1084.56
Fr,6/21/2002,23.83,1.573833333,0.0571,646.5,4.87,357.75,10059.63,1677.53,1086.46
Th,6/20/2002,24.15,1.573833333,0.0599,633,4.79,355.75,9946.22,1688.23,1076.92
We,6/19/2002,23.65,1.573833333,0.0599,634.5,4.86,356.55,9819.87,1656.93,1065.46
Tu,6/18/2002,23.81,1.573833333,0.0586,626,4.815,357.45,9910.72,1663.89,1076.32
Mo,6/17/2002,23.28,1.573833333,0.0573,621.8,4.79,350.75,10035.06,1713.7,1091.48
Fr,6/14/2002,24.14,1.573833333,0.0555,618.1,4.8,351.35,10030.43,1713.34,1093.14
Th,6/13/2002,23.84,1.573833333,0,619,4.83,354.55,10089.24,1730.29,1100.96
We,6/12/2002,23.03,1.573833333,0.056,619.5,4.765,354.75,10136.43,1758.68,1107.83
Tu,6/11/2002,22.75,1.573833333,0.0549,622.5,4.76,352.75,10257.11,1796.83,1125.17
Mo,6/10/2002,23.11,1.573833333,0.0516,622.5,4.83,353.63,10205.28,1802.43,1124.47
Fr,6/7/2002,23.56,1.573833333,0.0591,615.5,4.863,347.25,10220.78,1810.67,1126.07
Th,6/6/2002,23.74,1.573833333,0.0568,608.6,4.84,351.25,10301.32,1816.79,1128.37
We,6/5/2002,23.81,1.573833333,0.0536,612.3,4.85,351.25,10093.67,1753.78,1102.55
Fr,5/31/2002,23.73,1.573833333,0.054,605,4.8,346.05,10190.82,1756.19,1111.01
Th,5/30/2002,23.15,1.573833333,0.052,608,4.8975,348.05,10176.08,1725.24,1103.69
We,5/29/2002,24.12,1.573833333,0.0499,599.9,4.89,348.05,10381.73,1767.07,1130.46
Tu,5/28/2002,23.84,1.573833333,0.0502,599.9,4.818,343.65,10208.67,1742.57,1117.8
Mo,5/27/2002,23.95,1.573833333,0.0505,597,4.78,349.25,10249.08,1785.87,1125.29
Fr,5/24/2002,24.19,1.573833333,0.0516,587.2,4.65,349.65,10271.64,1770.03,1122.73
Th,5/23/2002,24.31,1.573833333,0.0503,587.2,4.7,343.85,10235.17,1789.75,1126.34
We,5/22/2002,24.42,1.573833333,0.0526,584.5,4.71,346.55,10198.29,1784.35,1125.4
Tu,5/21/2002,24.45,1.573833333,0.053,584.5,4.662,345.65,10313.71,1804.4,1136.77
Mo,5/20/2002,25.2,1.573833333,0.0525,587.9,4.66,340.75,10362.7,1862.62,1146.55
Fr,5/17/2002,25.14,1.573833333,0.0539,589.5,4.61,345.55,10403.94,1845.35,1147.39
Th,5/16/2002,25.2,1.573833333,0.0555,598,4.6825,343.25,10426.91,1826.75,1144.58
